published_at,date,title,summary,url,field,company,ticker,stock_code,company_dir,sentiment_score,issue_category,source_file,source_kind,issue_count,materiality_weight,source_weight
2024-03-18,2024-03-18,"반도체 관련주(전공정), 반도체 호황기 투자 최우선은 ""전공정 장비"" : 네이버 블로그 - Naver Blog",nan,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1vYVpVRGRrQkVLVUoyM0RfVzU2RWpHLVFfQ0tfZmVQMzlKU3p1RWZBN3N5R2Jkdl84cWVzRkV1RmR1aEd1RnhUVFoxX2xaU1hITVlIWDg3NA?oc=5,반도체,에스티아이,039440,039440,sti,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2024-07-09,2024-07-09,"[주식 초고수는 지금] 2026년 매출 2조 자신감, 한미반도체 순매수 1위 - 서울경제",nan,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1sNFF5Mlk0aWF0RVQ2YTFLU1RhbmhsTGRlQjZFVi1SZGwydFFuYldzdU9KOGk0VHVVeGI1LUNURjRHWXZoR3BWTzE5SDFsRExPVVHSAVNBVV95cUxPYXhBMVNMVFNSSFJpTTh0TnVsTkoweUxJMDhfajl5SHdnaGw1S2g0TVhKbVdvdm1CbmJUVkhjb0R2TUtaRkFsZjRMU3gteUNPRXh1dw?oc=5,반도체,에스티아이,039440,039440,sti,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-07-29,2025-07-29,"[반도체] 삼성, 머스크를 품다 – AI6 수주로 뜨는 반도체 테마주 총정리 - 네이버 프리미엄콘텐츠",nan,https://news.google.com/rss/articles/CBMiigFBVV95cUxNdUdOUFgzX0FqdEJoVjVHWkNueXJHSTBOTF92QmJ6VVVXbmZKU2tsQm10VlRSc1ZnOS0tc2pyV2xCYzhlRWpldHFvQjRnTkVlTWZSWkRSbG9lNkZUdnlmOGZYemtlREVtRDl1NHB1NXdaQUh4NkNUc3l6Nm5XWnA1M0JPVEYxVHZtWlE?oc=5,반도체,에스티아이,039440,039440,sti,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2024-10-22,2024-10-22,"넥스틴 주가, 중국의 공격적인 투자에 덕 좀 볼까~? : 네이버 블로그 - Naver Blog",nan,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1SZXFEQkQxU1R0VVZjSVVoc3F0cVJVTUt5eTgxUXVrQ3hRVUZYSHNkSWFvSWJ6OGtJRTFkTjdja1hDNGFMQ1lmbTdmZWZhM1d1NHpMZkFQQUlhVDVuaFlXeUpxZDZWNUU?oc=5,반도체,넥스틴,348210,348210,nextin,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-09-01,2025-09-01,"넥스틴, 'HBM 검사장비' 삼성·마이크론·인텔에 샘플 납품 - 딜사이트",nan,https://news.google.com/rss/articles/CBMiT0FVX3lxTE91ZHg2NmU3Slc2QkN6OUxXS1pQNGZCVGxfR0xqQlVZOExTYjJmc1Y3UC1WV0lQaVhWVzdDTmUwVThycWp6UjlWZTdyaFBxQ1k?oc=5,반도체,넥스틴,348210,348210,nextin,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2023-08-01,2023-08-01,"넥스틴, 레스큐·크로키 등 신규장비 가치 주목…목표주가↑ - 프라임경제",nan,https://news.google.com/rss/articles/CBMiY0FVX3lxTE5hSEsyZmQ4TmtTaWVkdElNNVY0RWNZY2FNeDJJLWZGbUcybkgyQUFZNmlaSDAtbDc0ZnpjZXhiMUNnQWpHbThrTFJnV29NWFlCM19SU1pUM3lveEFYaFNvczV3aw?oc=5,반도체,넥스틴,348210,348210,nextin,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-10-30,2025-10-30,"넥스틴, AI 기반 차세대 웨이퍼 결함 검사 장비로 경쟁력 강화 - 핀포인트뉴스",nan,https://news.google.com/rss/articles/CBMic0FVX3lxTE8yc0ZmWm1tZFpHc2xJcDd2SlNLdmZZRDRTSGxNWmlLdkZGcU11MDAxeWJTSjlmVlZCQVVRbTZfOGVnbkpTT2sybW5fYWI0djJPYkVGQ1RkSTdPR0xuR0czWV8xUkRnMWxpQ21lbzBuV0luOVHSAXdBVV95cUxOQlcxOEZpRnh3TWROd1ZpdUlCSllPWUdEdERaWUtnZW1feHEtNWYydTRjRDJDYXMyUzQ1ZDBfc3Jxbll3V2taS3pNYVVLdlRmSzI0dHZSUFBDWTN4N0tRVE5NOG00aEJXUFdWNVNPSEpFQUNxMmMzUQ?oc=5,반도체,넥스틴,348210,348210,nextin,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2022-08-22,2022-08-22,"[리포트 브리핑]넥스틴, '2Q22 NDR 후기: 기회요인이 더 많을 것' 목표가 82,000원 - 현대차증권 - 뉴스핌",nan,https://news.google.com/rss/articles/CBMiXEFVX3lxTFBXbmpHMWhIOGlBZm92WHdDbEJEdDV0NGg3MFhQOGlSTUVaMjVadVdwWE9wUTZJVF9QMFR5OGw4S010cGhWVy1vdFFvcnl4Z2lIWFFPTDJtbk9ncXA3?oc=5,반도체,넥스틴,348210,348210,nextin,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-03-21,2025-03-21,"넥스틴 주가, HBM 수혜에 이어 중국 이구환신 효과 기대!! : 네이버 블로그 - Naver Blog",nan,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5HbzZKOTVOSkFfQklWYzQxb2lteTRnTmhHRUhoZi04SVd5enlyaFYzLVlZZmNLX0EtQ2lpdGFGOTVjWW0zenphZm9oZVgyUUJEdW1fbDJ2VkJqZmpNMnk5QUV0c1NjQXc?oc=5,반도체,넥스틴,348210,348210,nextin,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2024-02-03,2024-02-03,"넥스틴 주가, 미중갈등에 이어 HBM 수혜주! : 네이버 블로그 - Naver Blog",nan,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5tdXBfWmd6d2xiQTdZMDVXR3hNMjlVMm5QZlZha1R0RmNCRlptWk9OVl9LMEpzTGtSX2N4TVB0b0QxYWxhTExOb0ZpYmtFdUlucGM4cFluaktxM0tWdzFaUU5IbWp6UVU?oc=5,반도체,넥스틴,348210,348210,nextin,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2026-01-23,2026-01-23,"[버핏 리포트] 솔브레인, 실적 반영은 하반기...주가 반영은 이미 시작 - NH - 버핏연구소",nan,https://news.google.com/rss/articles/CBMiW0FVX3lxTE92a2tDaTZCejhPd01rYnFBYzNlUmZ4UFJTcWlqVUs3VTdSR0piRUtHejBXeDdqcnppbTR4S0lGX2RMWTVXR0JLcVlOc2tVNnFfeWFnTHhBQnVTY3c?oc=5,반도체,솔브레인,357780,357780,soulbrain,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-10-15,2025-10-15,[헬로스톡] 10월 15일 주목할 종목: 삼성바이오로직스·한화에어로스페이스·HL만도·솔브레인 - 헬로티,nan,https://news.google.com/rss/articles/CBMiX0FVX3lxTE4tMXZXaWs0cG43UVRPeENDWnZKc0M5c2owdlhCbnBtcXhvaHZxRFZmVHl5dUQyYUx3R0d5UmIxOEt0ZVdmNnJoWUlSeHVGMGYtWTc3UXlwUzd5cU1ubmtR?oc=5,반도체,솔브레인,357780,357780,soulbrain,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-09-22,2025-09-22,“삼전·SK하닉 넘어섰다”…한달새 70% 뛴 반도체 장비株 - 마켓인,nan,https://news.google.com/rss/articles/CBMic0FVX3lxTFBhUWhfc1ZDTjlyTDBfN2d3Wkl3a0FMMDI1VlQtSU9EOEZUN3JMZUJWdnVUem9YSUZnT2JVM2dWbkdXd2VKTW9NdFhDc3ljRElVZDZHSEV3MFRzV2xNX2M3V0RSanJxRTBRUGN0bzNTcW93T3M?oc=5,반도체,솔브레인,357780,357780,soulbrain,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-08-08,2025-08-08,“한국이든 미국이든 상관없다” 투자 소식에 들썩이는 소부장 [줍줍 리포트] - 서울경제,nan,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5VZTl4QTNZbVlBMFRMTDloOUlUSUNlYzFlR1JqSFQwdkRXVVFZOGJJTURya0NoM3RqZy1KSS1LZTdSOUlaaVcyZU82eEtIZ0t2Ym9yalpB0gFTQVVfeXFMTTBNN3hCeG5aWFVEd2FOc2lfUnl2UGo0WEtZNy0xenJHMXMxSnFDbU1ONUR3S2pPeEpSQmV5TGs3Z0dRUkM2dnBVUE9aOFUyNkV1RG8?oc=5,반도체,솔브레인,357780,357780,soulbrain,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-11-17,2025-11-17,"[버핏 리포트] 솔브레인, 반도체 업황 개선에도 수익성 회복엔 26년이 분기점 - NH - 버핏연구소",nan,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1Jb1U0MTR1amNldzZfVF80czVZTXpUYVNZUjVfYzZ6dGp0VU5fbU55by1UZkFsYVR1alRvR3NfRW9uR20yOS0tVGlGcXU5enUtQlAxUnhSd2w1aXZi?oc=5,반도체,솔브레인,357780,357780,soulbrain,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-11-04,2025-11-04,"반도체 훈풍에 소부장주도 활짝…""연말까지 온기 확산"" - 마켓인",nan,https://news.google.com/rss/articles/CBMic0FVX3lxTE1zajNFVncwOEx6c1FRZ1JVUHJtWDFzVmVjV3Q4MlNxOE1rZVJPTFc0d0lKdjg5d0Rza1NaaVNucDQyTzVwZklMcnp0Zm9QeWx1eHJKQ2Q5SHBSZXRENFhLaU1MY1VhOFUtZXpsX0k2akpJZUU?oc=5,반도체,솔브레인,357780,357780,soulbrain,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-07-29,2025-07-29,'23조 잭팟' 삼전보다 더 뛴 소부장…최대 수혜주는? - 마켓인,nan,https://news.google.com/rss/articles/CBMic0FVX3lxTFBBRnJMVXJaMk9VbWhJSUI5cmlaeTB1M2s4WFBxcW5rTDhPdXhjUW85a0VLakdsdXVKaVA1ckZMck5YZ1doUWo4TkFDcVpZYlE4dWw0c1g4MnlPdE1IOE8yeEdLWXpiZXZoNl9QeWZ6OXJCeDA?oc=5,반도체,솔브레인,357780,357780,soulbrain,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-07-29,2025-07-29,'23조 잭팟' 삼전보다 더 뛴 소부장…최대 수혜주는? - 마켓인,nan,https://news.google.com/rss/articles/CBMic0FVX3lxTFBBRnJMVXJaMk9VbWhJSUI5cmlaeTB1M2s4WFBxcW5rTDhPdXhjUW85a0VLakdsdXVKaVA1ckZMck5YZ1doUWo4TkFDcVpZYlE4dWw0c1g4MnlPdE1IOE8yeEdLWXpiZXZoNl9QeWZ6OXJCeDA?oc=5,반도체,동진쎄미켐,005290,005290,dongjin_semichem,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-04-01,2025-04-01,"반도체가스 관련주, 트럼프 발언에 국산화 추진 중!! 수혜주는?? : 네이버 블로그 - Naver Blog",nan,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE04Q1FuWFRqM1lsWU5CZEVIeWdwVFd0V0cyXzluWFBsVjVlUGJmaWFrWmFCNHlDOGNYMU9jUzJyTzBzLS1KME9TeUFxX0YxUHliTC1lWVpOZ3lBUTZFVGRwQkxyTmR0eFU?oc=5,반도체,원익머트리얼즈,104830,104830,wonik_materials,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2026-01-26,2026-01-26,"[0126마감체크] 코스피, 숨고르기... 코스닥은 '천스닥' 안착 - 인포스탁데일리",nan,https://news.google.com/rss/articles/CBMidkFVX3lxTFBfRUJkNmhPTFotZlJXOVdRbWYzM0tqbnQtZElJcmM2Vk1WWHdSZEVlQ0xrT0hsM2pCSkxLSGxVQ04wQjcwYmxvUnYycDY3T29jdHZpdFE1V25sSHJRRUJlZThPaXR6U1dtTDg0eHNvNi15UVY1NlE?oc=5,반도체,원익머트리얼즈,104830,104830,wonik_materials,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2022-10-31,2022-10-31,"반도체소재 관련주(특수가스), 원자재 가격 폭등에 네온/제논 외 국산화로! : 네이버 블로그 - Naver Blog",nan,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5nLUdFVEZSTVRWeTlKdk1HdjdNLWI3YmlSd1dNVGdqblVEN2szYXJmWnJidjgzcVRtc1BoS3pyUlV0WFJNdGVIeHhrVTNZa3U4UXVNTHpuWQ?oc=5,반도체,원익머트리얼즈,104830,104830,wonik_materials,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-07-29,2025-07-29,'23조 잭팟' 삼전보다 더 뛴 소부장…최대 수혜주는? - 마켓인,nan,https://news.google.com/rss/articles/CBMic0FVX3lxTFBBRnJMVXJaMk9VbWhJSUI5cmlaeTB1M2s4WFBxcW5rTDhPdXhjUW85a0VLakdsdXVKaVA1ckZMck5YZ1doUWo4TkFDcVpZYlE4dWw0c1g4MnlPdE1IOE8yeEdLWXpiZXZoNl9QeWZ6OXJCeDA?oc=5,반도체,이엔에프테크놀로지,102710,102710,enf_tech,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2026-01-26,2026-01-26,"비메모리 반도체 관련주, 반도체 호황! 다음은 비메모리 차례다! : 네이버 블로그 - Naver Blog",nan,https://news.google.com/rss/articles/CBMixAFBVV95cUxNTS1WZ0pybGNBQXRaODhibENTSlktSC1yam9zdWJSY09HemZBSTVwSTVvbWVmcDJTRGxIeWpKVEdHdGxTc2tUcFZaSVFzcWxVVmdwX1BIY0cwZmNtRDdSZFJpNENzVjdpM0docExBajh6UERqTXBBOWhsNFhvWkt6NlIwQjlicHhfVVdVR3BXY05RX0pyRl9xNjlsQ2RNN2JyX1IyQUU3R2hMdUx2dkpJd1BjejhVT3RNMmhSd3JNMXM5UURU?oc=5,반도체,이엔에프테크놀로지,102710,102710,enf_tech,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-07-29,2025-07-29,"[반도체] 삼성, 머스크를 품다 – AI6 수주로 뜨는 반도체 테마주 총정리 - 네이버 프리미엄콘텐츠",nan,https://news.google.com/rss/articles/CBMiigFBVV95cUxNdUdOUFgzX0FqdEJoVjVHWkNueXJHSTBOTF92QmJ6VVVXbmZKU2tsQm10VlRSc1ZnOS0tc2pyV2xCYzhlRWpldHFvQjRnTkVlTWZSWkRSbG9lNkZUdnlmOGZYemtlREVtRDl1NHB1NXdaQUh4NkNUc3l6Nm5XWnA1M0JPVEYxVHZtWlE?oc=5,반도체,이엔에프테크놀로지,102710,102710,enf_tech,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2024-04-12,2024-04-12,"[신고가 한 줄 분석] AP시스템, 가온전선, LS ELECTRIC 등 - 인포스탁데일리",nan,https://news.google.com/rss/articles/CBMidkFVX3lxTE0yWDdVV1NQVmpMbEFjNDlmdnRMZGFMU2N6ME9WeFBKZlpqTWZwcldVRFl3YUZieUZDaVRKX2lNVVRjQlRzd001cUxzSk5sVGNiYVFHWjV0RjNkb1ZYVURhNExOeTFwRG1RWDhnVXhlNm53cWlCTHc?oc=5,반도체,티씨케이,064760,064760,tck,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2022-04-19,2022-04-19,미국發 훈풍에 삼성 투자 확대설까지…반도체 소부장님 '함박웃음' - 서울경제,nan,https://news.google.com/rss/articles/CBMiU0FVX3lxTE12Wm9YTjVoQnpLWWxSWE5uRktHcnlTLXpCTzctengtMXNaWnkzaUZNWjRicl96SlFsMmROc3paMDhsWkRSOHdNOFkzUmFtT3NFYktR0gFTQVVfeXFMTXZab1hONWhCektZbFJYTm5GS0dyeVMtekJPNy16eC0xc1paeTNpRk1aNGJyX3pKUWwyZE5zelowOGxaRFI4d004WTNSYW1Pc0ViS1E?oc=5,반도체,티씨케이,064760,064760,tck,1.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-06-24,2025-06-24,"노르웨이 중앙은행, ISC 주식 매수…왜? - 마켓인",nan,https://news.google.com/rss/articles/CBMic0FVX3lxTE9yRmNSRnZ5UGZSZjE2TW1ITTNxaVFfam9ibmNHOF90dF91bmVaVmozUHJuSS1DQTc0d202TU5Iak9NeFN1SHB0VkdSc01JN3ZLZ0lHNGdKSmN3OG44SUtYZTRMXzIxazBINUhjaWpUZ05hbUE?oc=5,반도체,ISC,095340,095340,isc,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-11-25,2025-11-25,[특징주 분석] 엔비디아 H200 수출 완화 기대에… ISC AI반도체 관련주 수급 탄력 강화 - 톱스타뉴스,nan,https://news.google.com/rss/articles/CBMickFVX3lxTE1wNFdzR2ZJbEFCRWswUi1VRWdaMUMtb0x6dHEzVXJpazNDazhmZXZlcVlpeE5wY3VYaTdETmlCSm13allhdU4zUS1HS1FqMHhvOHgtWXNkR0k5cVBINE9jYUtnNXpzMWxObzFwUnk3MXBzdw?oc=5,반도체,ISC,095340,095340,isc,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-11-06,2025-11-06,"[1106시황레이더] 한성크린텍, 112억원 규모 삼성전자 평택공장 설비공사 수주 등 - 인포스탁데일리",nan,https://news.google.com/rss/articles/CBMingFBVV95cUxNak1IbUttY0Z2cXlrZXkyM3JCRE9GSXFOb1F6dXR1TkdEazVsMWdJMzNtQnBRSzVYbF80R1RTSUdTVktHa3htQnhHSHhhb1lNT3pyQ3Zua1I3YlcwYndpQm5oVkJPYWx3M3EzTDFvLTA3T3RYVVYwZ1c2U3dvN2RmcnlwYWdlaG1USjdxZGszZUdWWVUybXViS000eE1JZw?oc=5,반도체,ISC,095340,095340,isc,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-04-10,2025-04-10,급락세 진정된 증시…목표가 반토막株 주목 - 마켓인,nan,https://news.google.com/rss/articles/CBMic0FVX3lxTE53VWdTRjhRUTkxYXprM3NVYzZ3bDJLTlRHeVRYZHA0c2hHRUtkNVdrWmM2bVZ1a3N1bUxidWRtbEtBdGdma0JPZmtXd0NBZDRHeE1Ralp5ZzJtUnlod1VoQlp6cGZBMV8xSmZjaUZVYlVuOG8?oc=5,반도체,ISC,095340,095340,isc,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-08-18,2025-08-18,"SFA반도체, 역사적 밸류에이션 '바닥'…""실적 개선 기대 속 저가 매수 기회"" - 프라임경제",nan,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5jRkRCS0VRcW0zSzdDbnYxbk5KdzNWbEVOWDZQWUhaQUwtTUoybTdNMTBYc0NHeTZUUGRGbnR3czlSSUpPb2ozVVBuVGFuMlJzU0Y0eFlhankxeTZqMlFNRA?oc=5,반도체,SFA반도체,036540,036540,sfa_semicon,1.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-10-10,2025-10-10,"시그네틱스, 거래량 폭증 속 이틀째 급등…수급 주도세력 주목 - 포인트데일리",nan,https://news.google.com/rss/articles/CBMicEFVX3lxTE83M1ZtN3R0eUVjOFV0R0xHSXJjdDlPT0JJYW9XV09JRk1GNG9OeU51ZHNoOHM3MWlCaG45ZUZJUkF0S25RTnBueWRDU2ZqUEg3VWdGd0dJaHhzMG1qREYyUHpfeG1YMWxmZlJiVEVjVTDSAXRBVV95cUxNYl9jd09aV0FMZXRVaUtVWjdUekZRdVBwZVRnUmVtVWVvV3pJTS1KNS1PSU9BZFgtVlljU3Z6Szg2QVdqMHJhRElfSzJzRnZscjcxX0dBUE95c2sxY2t2ZE9HQUJlWHpjLUMyQkM1RUpabkV3Sg?oc=5,반도체,SFA반도체,036540,036540,sfa_semicon,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-02-18,2025-02-18,"에스에프에이, 올해 매분기 실적 개선 전망…""턴어라운드 기대 시점"" - 네이트",nan,https://news.google.com/rss/articles/CBMieEFVX3lxTE9DUzJDZGQ5OE9ESXBRMWtRZ1Rhck4teVUwaTJSSTIySDBtM3pIOHN4MGlfZzhmRWZ1X0pDSk04MFpPampjMVpDcUROYl9yVHU1VWkzUFZsaEl6Q1NxbTNicjAzRmtWbDFtMWhITHNaWTlHeGVBNThDdA?oc=5,반도체,SFA반도체,036540,036540,sfa_semicon,1.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2026-01-14,2026-01-14,"[뉴스락 주식네비 1월 14일] 두산테스나(131970), 반도체 호황의 수혜주 - 뉴스락",nan,https://news.google.com/rss/articles/CBMibEFVX3lxTE1mNnF5R1lVZXlIOXhreFd3UkduRTIxX0VxWm8zQTdOblRXaC1XVlF0a1E4d0JFemxKcDVNeWlhOW9oZWtuNHU4RERRVnRXOWpFQWJpVjFXU0hrd2hGdWtqeUtURlI3by1vOHZSdA?oc=5,반도체,테스,095610,095610,tes,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-10-15,2025-10-15,"[특징주] 두산테스나, “1700억원 규모 반도체 설비 투자” 소식에 고성능 반도체 수주 확대 기대감 - 와이드경제",nan,https://news.google.com/rss/articles/CBMibEFVX3lxTFBlOFdUTGRtR19BRk42VUt6UGZPekRmRHlPOXdjcWMtZkszSDBLTlZwZXR2cmEwY3BtdU5adUJHMzFjOV9OVDI2N0dZc1lwaXk3eHdFNFM0emxvdG9HeVZHRGhNZkZCZnNrcHI0NQ?oc=5,반도체,테스,095610,095610,tes,1.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-08-08,2025-08-08,“한국이든 미국이든 상관없다” 투자 소식에 들썩이는 소부장 [줍줍 리포트] - 서울경제,nan,https://news.google.com/rss/articles/CBMiUkFVX3lxTFAwcmJRSC1Bb1pYM1BLYVR1ampBQnhHcmxiWEV6aE9FaWFkNFlENjJwZXBwYThwRWxjS012MnZja3BvTHJURGRlZEtVeFU1b3VGTEHSAVNBVV95cUxNME03eEJ4blpYVUR3YU5zaV9SeXZQajRYS1k3LTF6ckcxczFKcUNtTU41RHdLak94SlJCZXlMazdnR1FSQzZ2cFVQT1o4VTI2RXVEbw?oc=5,반도체,테스,095610,095610,tes,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-07-28,2025-07-28,"[특징주] 두산테스나, “삼성전자 22조 빅딜”에 국내 웨이퍼 테스트 1위 협력사 ‘주목’ - 와이드경제",nan,https://news.google.com/rss/articles/CBMibEFVX3lxTE5VMEVUSmYyOG9WUURtQWZRZF9vVTZadjZkanJjSEE2eGRLRVVvam9saldtQTlCb0dCVnpVSWR0VmpGSk9JQWo0UFdySkYwTVpUTklvSm43T1kzUXJMV2VXMEJlb1Y4STZBU0NUbQ?oc=5,반도체,테스,095610,095610,tes,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2026-01-10,2026-01-10,"리노공업, AI 반도체 수혜에 연초 20% 랠리 후 조정… 목표주가 7만7000원 상향 - 톱스타뉴스",nan,https://news.google.com/rss/articles/CBMickFVX3lxTE9iVUwwTXExaEtUVkNXb0hNNVQ2ckhaLVQzUXZmalJxN1BiX0NDUzdZX3dmdVMzWFNseUJRUGtSY2hkempGbDZaVlY0N3hHano2RXpkeUtEYkctQVFKNVVZamp0MUdjX2JKSW1UeC1OODBBdw?oc=5,반도체,리노공업,058470,058470,leeno,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2025-09-22,2025-09-22,“삼전·SK하닉 넘어섰다”…한달새 70% 뛴 반도체 장비株 - 마켓인,nan,https://news.google.com/rss/articles/CBMic0FVX3lxTFBhUWhfc1ZDTjlyTDBfN2d3Wkl3a0FMMDI1VlQtSU9EOEZUN3JMZUJWdnVUem9YSUZnT2JVM2dWbkdXd2VKTW9NdFhDc3ljRElVZDZHSEV3MFRzV2xNX2M3V0RSanJxRTBRUGN0bzNTcW93T3M?oc=5,반도체,리노공업,058470,058470,leeno,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2024-03-12,2024-03-12,"리노공업 주가, 대면적의 고대역폭을 대응 OK : 네이버 블로그 - Naver Blog",nan,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE55MU50VTdra0JJaDNKeHVLRDlZekMwU1ZRYUgtZHNsYkhaM2xINmhQMHZYdWVmd2Z1NEJDaVZSRExxY204Y0c2VzF3TE5YRXV1Z3FjbXBUNFdKTzZRaDVncjlTTThTN0E?oc=5,반도체,리노공업,058470,058470,leeno,0.0,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
2023-11-23,2023-11-23,삼성전자 상승세 주춤…반도체 소부장은 질주 - 서울경제,nan,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1tUmp1YVdiMFU0aHJVNl9xNG1TZFZrZUVUajRlVEN6WEdueHpmZE1fLTZtNVJEYmdnSXBUT2V1VEtUdVpfT1pIWVBmRV9iVnFTd0NR0gFTQVVfeXFMTW1SanVhV2IwVTRoclU2X3E0bVNkVmtlRVRqNGVUQ3pYR254emZkTV8tNm01UkRiZ2dJcFRPZXVUS1R1Wl9PWkhZUGZFX2JWcVN3Q1E?oc=5,반도체,리노공업,058470,058470,leeno,0.5,general,C:\Agent_6.8\data\반도체\_sector_common\issue\issue_events_daily.csv,local_issue_or_news,1,0.65,0.7
